Image,Segment,Parameters,IoU
DSC_2967 2024-01-31 19_38_10.JPG,1,"{'K': 5, 'RADIUS': 89, 'TAU': 1.5, 'N_SUPERPIXELS': 270, 'N_KEYPOINTS': 10000, 'SIGMA': 4, 'W': 11, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 21, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.5200107224232676
DSC_2967 2024-01-31 19_38_10.JPG,all,"{'K': 5, 'RADIUS': 89, 'TAU': 1.5, 'N_SUPERPIXELS': 270, 'N_KEYPOINTS': 10000, 'SIGMA': 4, 'W': 11, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 21, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.3970252437742752
Parion2.png,0,"{'K': 5, 'RADIUS': 89, 'TAU': 1.5, 'N_SUPERPIXELS': 270, 'N_KEYPOINTS': 10000, 'SIGMA': 4, 'W': 11, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 21, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.33027721628645684
Parion2.png,1,"{'K': 5, 'RADIUS': 89, 'TAU': 1.5, 'N_SUPERPIXELS': 270, 'N_KEYPOINTS': 10000, 'SIGMA': 4, 'W': 11, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 21, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.10746834921027672
Parion2.png,2,"{'K': 5, 'RADIUS': 89, 'TAU': 1.5, 'N_SUPERPIXELS': 270, 'N_KEYPOINTS': 10000, 'SIGMA': 4, 'W': 11, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 21, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.5926045460832681
Parion2.png,3,"{'K': 5, 'RADIUS': 89, 'TAU': 1.5, 'N_SUPERPIXELS': 270, 'N_KEYPOINTS': 10000, 'SIGMA': 4, 'W': 11, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 21, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.13386811126158976
Parion2.png,4,"{'K': 5, 'RADIUS': 89, 'TAU': 1.5, 'N_SUPERPIXELS': 270, 'N_KEYPOINTS': 10000, 'SIGMA': 4, 'W': 11, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 21, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.13057427878134267
Parion2.png,all,"{'K': 5, 'RADIUS': 89, 'TAU': 1.5, 'N_SUPERPIXELS': 270, 'N_KEYPOINTS': 10000, 'SIGMA': 4, 'W': 11, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 21, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.2589585003245868
Parion3.png,0,"{'K': 5, 'RADIUS': 89, 'TAU': 1.5, 'N_SUPERPIXELS': 270, 'N_KEYPOINTS': 10000, 'SIGMA': 4, 'W': 11, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 21, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.417334757550503
Parion3.png,1,"{'K': 5, 'RADIUS': 89, 'TAU': 1.5, 'N_SUPERPIXELS': 270, 'N_KEYPOINTS': 10000, 'SIGMA': 4, 'W': 11, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 21, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.09261200208665356
Parion3.png,2,"{'K': 5, 'RADIUS': 89, 'TAU': 1.5, 'N_SUPERPIXELS': 270, 'N_KEYPOINTS': 10000, 'SIGMA': 4, 'W': 11, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 21, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.55574090077778
Parion3.png,3,"{'K': 5, 'RADIUS': 89, 'TAU': 1.5, 'N_SUPERPIXELS': 270, 'N_KEYPOINTS': 10000, 'SIGMA': 4, 'W': 11, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 21, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.2178028757487229
Parion3.png,4,"{'K': 5, 'RADIUS': 89, 'TAU': 1.5, 'N_SUPERPIXELS': 270, 'N_KEYPOINTS': 10000, 'SIGMA': 4, 'W': 11, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 21, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.09367828215995755
Parion3.png,all,"{'K': 5, 'RADIUS': 89, 'TAU': 1.5, 'N_SUPERPIXELS': 270, 'N_KEYPOINTS': 10000, 'SIGMA': 4, 'W': 11, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 21, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.2754337636647234
ALL_IMAGES,,"{'K': 5, 'RADIUS': 89, 'TAU': 1.5, 'N_SUPERPIXELS': 270, 'N_KEYPOINTS': 10000, 'SIGMA': 4, 'W': 11, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 2.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 21, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",nan
DSC_0562 2023-10-02 21_20_57.JPG,0,"{'K': 5, 'RADIUS': 113, 'TAU': 1.5, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 9000, 'SIGMA': 2, 'W': 9, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.1267799638888372
DSC_0562 2023-10-02 21_20_57.JPG,1,"{'K': 5, 'RADIUS': 113, 'TAU': 1.5, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 9000, 'SIGMA': 2, 'W': 9, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.2171881418595098
DSC_0562 2023-10-02 21_20_57.JPG,2,"{'K': 5, 'RADIUS': 113, 'TAU': 1.5, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 9000, 'SIGMA': 2, 'W': 9, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.25797851758988405
DSC_0562 2023-10-02 21_20_57.JPG,3,"{'K': 5, 'RADIUS': 113, 'TAU': 1.5, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 9000, 'SIGMA': 2, 'W': 9, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.188193596346838
DSC_0562 2023-10-02 21_20_57.JPG,4,"{'K': 5, 'RADIUS': 113, 'TAU': 1.5, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 9000, 'SIGMA': 2, 'W': 9, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.1044163461232794
DSC_0562 2023-10-02 21_20_57.JPG,all,"{'K': 5, 'RADIUS': 113, 'TAU': 1.5, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 9000, 'SIGMA': 2, 'W': 9, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.1789113131616697
DSC_2307 2024-02-04 10_28_28.JPG,0,"{'K': 5, 'RADIUS': 113, 'TAU': 1.5, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 9000, 'SIGMA': 2, 'W': 9, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.13032544760887727
DSC_2307 2024-02-04 10_28_28.JPG,1,"{'K': 5, 'RADIUS': 113, 'TAU': 1.5, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 9000, 'SIGMA': 2, 'W': 9, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.19249375047991196
DSC_2307 2024-02-04 10_28_28.JPG,2,"{'K': 5, 'RADIUS': 113, 'TAU': 1.5, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 9000, 'SIGMA': 2, 'W': 9, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.07148615963450686
DSC_2307 2024-02-04 10_28_28.JPG,3,"{'K': 5, 'RADIUS': 113, 'TAU': 1.5, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 9000, 'SIGMA': 2, 'W': 9, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.05207327994713549
DSC_2307 2024-02-04 10_28_28.JPG,all,"{'K': 5, 'RADIUS': 113, 'TAU': 1.5, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 9000, 'SIGMA': 2, 'W': 9, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.1115946594176079
DSC_2967 2024-01-31 19_38_10.JPG,0,"{'K': 5, 'RADIUS': 113, 'TAU': 1.5, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 9000, 'SIGMA': 2, 'W': 9, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.4213005552184664
DSC_2967 2024-01-31 19_38_10.JPG,1,"{'K': 5, 'RADIUS': 113, 'TAU': 1.5, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 9000, 'SIGMA': 2, 'W': 9, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.22239270997353344
DSC_2967 2024-01-31 19_38_10.JPG,all,"{'K': 5, 'RADIUS': 113, 'TAU': 1.5, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 9000, 'SIGMA': 2, 'W': 9, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.3218466325959999
Parion2.png,0,"{'K': 5, 'RADIUS': 113, 'TAU': 1.5, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 9000, 'SIGMA': 2, 'W': 9, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.29644033922108787
Parion2.png,1,"{'K': 5, 'RADIUS': 113, 'TAU': 1.5, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 9000, 'SIGMA': 2, 'W': 9, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.07626179729175216
Parion2.png,2,"{'K': 5, 'RADIUS': 113, 'TAU': 1.5, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 9000, 'SIGMA': 2, 'W': 9, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.2621408450704225
Parion2.png,3,"{'K': 5, 'RADIUS': 113, 'TAU': 1.5, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 9000, 'SIGMA': 2, 'W': 9, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.14272273286531084
Parion2.png,4,"{'K': 5, 'RADIUS': 113, 'TAU': 1.5, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 9000, 'SIGMA': 2, 'W': 9, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.11973750630994447
Parion2.png,all,"{'K': 5, 'RADIUS': 113, 'TAU': 1.5, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 9000, 'SIGMA': 2, 'W': 9, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.1794606441517036
Parion3.png,0,"{'K': 5, 'RADIUS': 113, 'TAU': 1.5, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 9000, 'SIGMA': 2, 'W': 9, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.09267160908381594
Parion3.png,1,"{'K': 5, 'RADIUS': 113, 'TAU': 1.5, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 9000, 'SIGMA': 2, 'W': 9, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.3377583383846133
Parion3.png,2,"{'K': 5, 'RADIUS': 113, 'TAU': 1.5, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 9000, 'SIGMA': 2, 'W': 9, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.08950942346764039
Parion3.png,3,"{'K': 5, 'RADIUS': 113, 'TAU': 1.5, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 9000, 'SIGMA': 2, 'W': 9, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.08207762116238657
Parion3.png,4,"{'K': 5, 'RADIUS': 113, 'TAU': 1.5, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 9000, 'SIGMA': 2, 'W': 9, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.03809759225070873
Parion3.png,all,"{'K': 5, 'RADIUS': 113, 'TAU': 1.5, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 9000, 'SIGMA': 2, 'W': 9, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.12802291686983297
ALL_IMAGES,,"{'K': 5, 'RADIUS': 113, 'TAU': 1.5, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 9000, 'SIGMA': 2, 'W': 9, 'ALPHA': 1.1, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",nan
DSC_0562 2023-10-02 21_20_57.JPG,0,"{'K': 5, 'RADIUS': 80, 'TAU': 1.0, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 7000, 'SIGMA': 4, 'W': 9, 'ALPHA': 1.1, 'ksize': 9, 'clipLimit': 4.0, 'tileGridSize': (8, 8), 'D': 7, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 100, 'sigma_space': 50}",0.14465647406957774
DSC_0562 2023-10-02 21_20_57.JPG,1,"{'K': 5, 'RADIUS': 80, 'TAU': 1.0, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 7000, 'SIGMA': 4, 'W': 9, 'ALPHA': 1.1, 'ksize': 9, 'clipLimit': 4.0, 'tileGridSize': (8, 8), 'D': 7, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 100, 'sigma_space': 50}",0.29955567523899285
DSC_0562 2023-10-02 21_20_57.JPG,2,"{'K': 5, 'RADIUS': 80, 'TAU': 1.0, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 7000, 'SIGMA': 4, 'W': 9, 'ALPHA': 1.1, 'ksize': 9, 'clipLimit': 4.0, 'tileGridSize': (8, 8), 'D': 7, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 100, 'sigma_space': 50}",0.22926642255813226
DSC_0562 2023-10-02 21_20_57.JPG,3,"{'K': 5, 'RADIUS': 80, 'TAU': 1.0, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 7000, 'SIGMA': 4, 'W': 9, 'ALPHA': 1.1, 'ksize': 9, 'clipLimit': 4.0, 'tileGridSize': (8, 8), 'D': 7, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 100, 'sigma_space': 50}",0.06653605718900488
DSC_0562 2023-10-02 21_20_57.JPG,4,"{'K': 5, 'RADIUS': 80, 'TAU': 1.0, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 7000, 'SIGMA': 4, 'W': 9, 'ALPHA': 1.1, 'ksize': 9, 'clipLimit': 4.0, 'tileGridSize': (8, 8), 'D': 7, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 100, 'sigma_space': 50}",0.2464538806054765
DSC_0562 2023-10-02 21_20_57.JPG,all,"{'K': 5, 'RADIUS': 80, 'TAU': 1.0, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 7000, 'SIGMA': 4, 'W': 9, 'ALPHA': 1.1, 'ksize': 9, 'clipLimit': 4.0, 'tileGridSize': (8, 8), 'D': 7, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 100, 'sigma_space': 50}",0.19729370193223683
DSC_0798 2023-10-05 12_04_19.JPG,0,"{'K': 5, 'RADIUS': 80, 'TAU': 1.0, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 7000, 'SIGMA': 4, 'W': 9, 'ALPHA': 1.1, 'ksize': 9, 'clipLimit': 4.0, 'tileGridSize': (8, 8), 'D': 7, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 100, 'sigma_space': 50}",0.4782782782782783
DSC_0798 2023-10-05 12_04_19.JPG,1,"{'K': 5, 'RADIUS': 80, 'TAU': 1.0, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 7000, 'SIGMA': 4, 'W': 9, 'ALPHA': 1.1, 'ksize': 9, 'clipLimit': 4.0, 'tileGridSize': (8, 8), 'D': 7, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 100, 'sigma_space': 50}",0.3993501784108381
DSC_0798 2023-10-05 12_04_19.JPG,2,"{'K': 5, 'RADIUS': 80, 'TAU': 1.0, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 7000, 'SIGMA': 4, 'W': 9, 'ALPHA': 1.1, 'ksize': 9, 'clipLimit': 4.0, 'tileGridSize': (8, 8), 'D': 7, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 100, 'sigma_space': 50}",0.45069594197216234
DSC_0798 2023-10-05 12_04_19.JPG,all,"{'K': 5, 'RADIUS': 80, 'TAU': 1.0, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 7000, 'SIGMA': 4, 'W': 9, 'ALPHA': 1.1, 'ksize': 9, 'clipLimit': 4.0, 'tileGridSize': (8, 8), 'D': 7, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 100, 'sigma_space': 50}",0.4427747995537596
DSC_2307 2024-02-04 10_28_28.JPG,0,"{'K': 5, 'RADIUS': 80, 'TAU': 1.0, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 7000, 'SIGMA': 4, 'W': 9, 'ALPHA': 1.1, 'ksize': 9, 'clipLimit': 4.0, 'tileGridSize': (8, 8), 'D': 7, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 100, 'sigma_space': 50}",0.1253396739130435
DSC_2307 2024-02-04 10_28_28.JPG,1,"{'K': 5, 'RADIUS': 80, 'TAU': 1.0, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 7000, 'SIGMA': 4, 'W': 9, 'ALPHA': 1.1, 'ksize': 9, 'clipLimit': 4.0, 'tileGridSize': (8, 8), 'D': 7, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 100, 'sigma_space': 50}",0.14560145759892265
DSC_2307 2024-02-04 10_28_28.JPG,2,"{'K': 5, 'RADIUS': 80, 'TAU': 1.0, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 7000, 'SIGMA': 4, 'W': 9, 'ALPHA': 1.1, 'ksize': 9, 'clipLimit': 4.0, 'tileGridSize': (8, 8), 'D': 7, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 100, 'sigma_space': 50}",0.1202986202986203
DSC_2307 2024-02-04 10_28_28.JPG,3,"{'K': 5, 'RADIUS': 80, 'TAU': 1.0, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 7000, 'SIGMA': 4, 'W': 9, 'ALPHA': 1.1, 'ksize': 9, 'clipLimit': 4.0, 'tileGridSize': (8, 8), 'D': 7, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 100, 'sigma_space': 50}",0.047762353169595186
DSC_2307 2024-02-04 10_28_28.JPG,all,"{'K': 5, 'RADIUS': 80, 'TAU': 1.0, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 7000, 'SIGMA': 4, 'W': 9, 'ALPHA': 1.1, 'ksize': 9, 'clipLimit': 4.0, 'tileGridSize': (8, 8), 'D': 7, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 100, 'sigma_space': 50}",0.10975052624504542
DSC_2967 2024-01-31 19_38_10.JPG,0,"{'K': 5, 'RADIUS': 80, 'TAU': 1.0, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 7000, 'SIGMA': 4, 'W': 9, 'ALPHA': 1.1, 'ksize': 9, 'clipLimit': 4.0, 'tileGridSize': (8, 8), 'D': 7, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 100, 'sigma_space': 50}",0.4437629848877252
DSC_2967 2024-01-31 19_38_10.JPG,1,"{'K': 5, 'RADIUS': 80, 'TAU': 1.0, 'N_SUPERPIXELS': 225, 'N_KEYPOINTS': 7000, 'SIGMA': 4, 'W': 9, 'ALPHA': 1.1, 'ksize': 9, 'clipLimit': 4.0, 'tileGridSize': (8, 8), 'D': 7, 'GAMMA': 0.6, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 100, 'sigma_space': 50}",0.30290195180584967
