Image,Segment,Parameters,IoU
test2.jpeg,1,"{'K': 5, 'RADIUS': 89, 'TAU': 1.5, 'N_SUPERPIXELS': 205, 'N_KEYPOINTS': 10000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (8, 8), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.29238300935925127
test2.jpeg,2,"{'K': 5, 'RADIUS': 89, 'TAU': 1.5, 'N_SUPERPIXELS': 205, 'N_KEYPOINTS': 10000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (8, 8), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.24991776315789474
test2.jpeg,3,"{'K': 5, 'RADIUS': 89, 'TAU': 1.5, 'N_SUPERPIXELS': 205, 'N_KEYPOINTS': 10000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (8, 8), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.07408845006186167
test2.jpeg,4,"{'K': 5, 'RADIUS': 89, 'TAU': 1.5, 'N_SUPERPIXELS': 205, 'N_KEYPOINTS': 10000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (8, 8), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.4869350753232902
test2.jpeg,all,"{'K': 5, 'RADIUS': 89, 'TAU': 1.5, 'N_SUPERPIXELS': 205, 'N_KEYPOINTS': 10000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (8, 8), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.26031567510997944
ALL_IMAGES,,"{'K': 5, 'RADIUS': 89, 'TAU': 1.5, 'N_SUPERPIXELS': 205, 'N_KEYPOINTS': 10000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 3.0, 'tileGridSize': (8, 8), 'D': 3, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",nan
DSC_0111 2023-10-02 13_42_04.JPG,0,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.16789952853194604
DSC_0111 2023-10-02 13_42_04.JPG,1,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.5598196126978513
DSC_0111 2023-10-02 13_42_04.JPG,2,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.4473904795517713
DSC_0111 2023-10-02 13_42_04.JPG,all,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.3917032069271895
DSC_0562 2023-10-02 21_20_57.JPG,0,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.14536825773478143
DSC_0562 2023-10-02 21_20_57.JPG,1,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.25708249975517283
DSC_0562 2023-10-02 21_20_57.JPG,2,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.21615531938863644
DSC_0562 2023-10-02 21_20_57.JPG,3,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.12296195652173914
DSC_0562 2023-10-02 21_20_57.JPG,4,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.23957219251336898
DSC_0562 2023-10-02 21_20_57.JPG,all,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.19622804518273976
DSC_1054 2023-10-02 21_37_15.JPG,0,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.2145042675398572
DSC_1054 2023-10-02 21_37_15.JPG,1,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.4451355078377846
DSC_1054 2023-10-02 21_37_15.JPG,all,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.3298198876888209
DSC_2247 2024-02-02 20_04_35.JPG,0,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.13329292220325736
DSC_2247 2024-02-02 20_04_35.JPG,1,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.3847675810351987
DSC_2247 2024-02-02 20_04_35.JPG,2,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.15608862235548893
DSC_2247 2024-02-02 20_04_35.JPG,3,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.08249194803314877
DSC_2247 2024-02-02 20_04_35.JPG,all,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.18916026840677344
DSC_2307 2024-02-04 10_28_28.JPG,0,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.10032699988343344
DSC_2307 2024-02-04 10_28_28.JPG,1,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.15307093186686388
DSC_2307 2024-02-04 10_28_28.JPG,2,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.05406716188839094
DSC_2307 2024-02-04 10_28_28.JPG,3,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.03812388728589846
DSC_2307 2024-02-04 10_28_28.JPG,all,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.08639724523114668
DSC_2967 2024-01-31 19_38_10.JPG,0,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.47852727678605794
DSC_2967 2024-01-31 19_38_10.JPG,1,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.2856085595872452
DSC_2967 2024-01-31 19_38_10.JPG,all,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.38206791818665153
Parion1.png,0,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.09117602883748874
Parion1.png,1,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.2440303177804047
Parion1.png,2,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.12590642880175174
Parion1.png,3,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.12114189959314921
Parion1.png,4,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.0937268002969562
Parion1.png,all,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.13519629506195013
Parion2.png,0,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.2997244488977956
Parion2.png,1,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.24961059756896425
Parion2.png,2,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.49168827207564436
Parion2.png,3,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.2937278471259054
Parion2.png,4,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.11039856571507378
Parion2.png,all,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.28902994627667666
Parion3.png,0,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.25240619582046103
Parion3.png,1,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.19373994643850562
Parion3.png,2,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.22396129566823253
Parion3.png,3,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.09845525227036928
Parion3.png,4,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.1112636847278812
Parion3.png,all,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.1759652749850899
test.jpeg,0,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.09450633340873106
test.jpeg,1,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.49727048521628286
test.jpeg,2,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.2511106723269819
test.jpeg,all,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.2809624969839986
test2.jpeg,0,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.20230983671843886
test2.jpeg,1,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.31066830777419246
test2.jpeg,2,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.12586970271979758
test2.jpeg,3,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.0525336387059834
test2.jpeg,4,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.49875
test2.jpeg,all,"{'K': 7, 'RADIUS': 149, 'TAU': 1.5, 'N_SUPERPIXELS': 230, 'N_KEYPOINTS': 6000, 'SIGMA': 3, 'W': 13, 'ALPHA': 1.1, 'ksize': 3, 'clipLimit': 2.0, 'tileGridSize': (8, 8), 'D': 5, 'GAMMA': 0.6, 'COMPACTNESS': 25, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 100}",0.23802629718368246
